phone1-subnumber	phone2-stress	phone2-manner class	phone2-number	outcome	phone1-stress	phone1-number	name	phone2-subnumber	phone1-type	phone2-type	phone1-manner class
Sr	Inserted
V	Inserted
Fc	Inserted
Nc	Inserted
Nr	Inserted
Fr	Inserted
V	Inserted
G	Inserted
G	Inserted
Fc	Inserted
Fr	Inserted
V	Inserted
Sc	Inserted
Sr	Inserted
G	Inserted
V	Inserted
Fc	Inserted
Nc	Inserted
Nr	Inserted
Fr	Inserted
V	Inserted
Nc	Inserted
Nr	Inserted
V	Inserted
Fc	Inserted
Fr	Inserted
Sc	Inserted
Sr	Inserted
G	Inserted
G	Inserted
V	Inserted
Sc	Inserted
Sr	Inserted
V	Inserted
Sc	Inserted
Sc	Inserted
Sr	Inserted
Sr	Inserted
Sr	Inserted
G	Inserted
G	Inserted
V	Inserted
Fc	Inserted
Fr	Inserted
Sc	Inserted
Sr	Inserted
V	Inserted
G	Inserted
G	Inserted
V	Inserted
G	Inserted
V	Inserted
G	Inserted
Sr	Inserted
V	Inserted
Nc	Inserted
Nr	Inserted
V	Inserted
G	Inserted
G	Inserted
V	Inserted
Fc	Inserted
Fr	Inserted
V	Inserted
G	Inserted
G	Inserted
Sr	Inserted
V	Inserted
Nc	Inserted
Nr	Inserted
V	Inserted
G	Inserted
G	Inserted
Fc	Inserted
Fr	Inserted
Sc	Inserted
Sr	Inserted
V	Inserted
Sc	Inserted
Sr	Inserted
V	Inserted
Sc	Inserted
Sr	Inserted
V	Inserted
G	Inserted
Sc	Inserted
1	0	v	2	Mutated	-1	1	G	1	a	n	g
2	1	v	1	Mutated	-1	0	G	1	o	n	g
