phone1-type	phone1-manner class	name	phone2-manner class	phone1-number	phone1-stress	phone2-stress	phone2-number	phone1-subnumber	phone2-type	outcome	phone2-subnumber
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
c	fs	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
c	fu	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	#	1	-1	-1	0	2		Deleted	0
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	fs	1	-1	-1	1	1	c	Deleted	2
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	fn	1	-1	-1	0	1	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	#	1	0	-1	0	1		Deleted	0
n	v	V	fs	1	1	-1	1	1	c	Deleted	1
c	fs	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
c	fs	Fr	#	1	-1	-1	0	2		Deleted	0
n	v	V	#	1	1	-1	0	1		Deleted	0
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	g	1	-1	-1	0	2	o	Deleted	1
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	#	1	-1	-1	0	1		Deleted	0
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	0	1	o	Deleted	1
n	v	V	n	1	1	-1	1	1	c	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	n	1	-1	-1	0	2	o	Deleted	1
c	s	Nc	n	1	-1	-1	0	2	o	Deleted	1
o	n	Nr	v	0	-1	1	1	1	n	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
n	v	V	n	1	1	-1	1	2	c	Deleted	1
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	#	1	-1	-1	0	2		Deleted	0
n	v	V	s	1	1	-1	1	1	a	Deleted	1
n	v	V	n	1	1	-1	1	2	c	Deleted	1
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
n	v	V	fu	1	0	-1	0	1	o	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	n	1	-1	-1	0	1	o	Deleted	1
c	fs	Fr	#	1	-1	-1	0	2		Deleted	0
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
c	fu	Fr	#	1	-1	-1	0	1		Deleted	0
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	v	1	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
c	fs	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	#	1	-1	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
n	v	V	fn	1	1	-1	0	1	o	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	1	0	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
c	fu	Fc	fn	2	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
n	v	V	#	3	0	-1	0	1		Deleted	0
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	n	Deleted	1
c	fs	Fr	s	1	-1	-1	1	2	c	Deleted	3
c	fs	Nc	s	1	-1	-1	1	2	c	Deleted	3
c	s	Sr	#	1	-1	-1	0	3		Deleted	0
c	fs	Nc	s	1	-1	-1	1	2	c	Deleted	3
c	s	Sr	a	1	-1	-1	0	3	o	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	a	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	a	1	-1	-1	1	1	c	Deleted	2
c	n	Fc	a	1	-1	-1	1	1	c	Deleted	2
o	g	G	v	0	-1	1	1	1	n	Deleted	1
c	fu	Nc	s	1	-1	-1	0	1	o	Deleted	1
c	fs	Nc	s	1	-1	-1	0	1	o	Deleted	1
n	v	V	g	1	1	-1	0	1	o	Deleted	1
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
c	s	Sr	#	2	-1	-1	0	2		Deleted	0
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
n	v	V	fs	2	0	-1	2	1	c	Deleted	1
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
n	v	V	#	2	1	-1	0	1		Deleted	0
n	v	V	#	1	1	-1	0	1		Deleted	0
c	fs	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	s	1	-1	-1	0	2	o	Deleted	1
n	v	V	n	1	0	-1	1	1	a	Deleted	1
n	v	V	#	3	0	-1	0	1		Deleted	0
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
n	v	V	n	1	1	-1	0	1	o	Deleted	1
n	v	V	g	1	1	-1	0	1	o	Deleted	1
n	v	V	s	1	1	-1	0	1	o	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	s	1	1	-1	0	1	o	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	n	1	0	-1	1	2	c	Deleted	1
n	v	Nc	n	1	0	-1	1	2	c	Deleted	1
c	n	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	Sc	s	1	1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	0	-1	1	1	a	Deleted	1
a	fs	Nc	s	1	-1	-1	1	2	a	Deleted	3
c	n	Nr	#	2	-1	-1	0	1		Deleted	0
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	#	1	-1	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
n	v	V	g	2	0	-1	2	1	c	Deleted	1
c	g	Sc	s	2	-1	-1	0	1	o	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	fn	1	-1	-1	0	1	o	Deleted	1
c	n	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
a	s	Sr	fs	1	-1	-1	1	1	a	Deleted	2
n	v	Sc	s	2	1	-1	2	1	c	Deleted	1
n	v	V	g	1	1	-1	1	1	c	Deleted	1
o	fs	Nc	s	0	-1	-1	0	1	o	Deleted	2
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	fn	1	-1	-1	0	1	o	Deleted	1
c	n	Fc	fn	1	-1	-1	0	1	o	Deleted	1
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
a	s	Sr	fs	1	-1	-1	1	1	a	Deleted	2
n	v	Sc	s	2	1	-1	2	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	1	0	-1	0	1		Deleted	0
c	fs	Fr	s	1	-1	-1	1	1	c	Deleted	2
c	fs	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	#	1	-1	-1	0	2		Deleted	0
o	fs	Nc	s	0	-1	-1	0	1	o	Deleted	2
o	fs	Nc	s	0	-1	-1	0	1	o	Deleted	2
c	fu	Nc	s	1	-1	-1	1	1	c	Deleted	2
n	v	V	#	1	0	-1	0	1		Deleted	0
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
c	s	Sr	#	2	-1	-1	0	2		Deleted	0
n	v	V	n	1	0	-1	1	1	c	Deleted	1
c	s	Sc	s	1	-1	-1	0	2	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
n	v	V	#	1	0	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	0	1	o	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	g	1	-1	-1	0	2	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	n	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
n	v	V	g	1	1	-1	0	1	o	Deleted	1
c	fs	Fr	s	2	-1	-1	2	1	c	Deleted	2
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
c	s	Fc	fs	2	-1	-1	0	2	o	Deleted	1
o	fs	Nc	s	0	-1	-1	0	1	o	Deleted	2
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	s	1	2	-1	1	1	a	Deleted	1
n	v	V	#	2	1	-1	0	1		Deleted	0
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	#	2	1	-1	0	1		Deleted	0
c	g	G	v	1	-1	2	1	1	n	Deleted	1
n	v	Sc	s	2	1	-1	2	1	c	Deleted	1
c	s	Sr	fs	2	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
c	fu	Nc	s	1	-1	-1	0	1	o	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	v	1	-1	0	1	1	n	Deleted	1
n	v	V	n	1	1	-1	1	2	c	Deleted	1
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fs	Nc	s	0	-1	-1	0	1	o	Deleted	2
c	n	Fc	fn	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	n	Deleted	1
c	fs	Fr	#	1	-1	-1	0	1		Deleted	0
n	v	V	#	2	1	-1	0	1		Deleted	0
o	g	G	v	0	-1	1	1	1	n	Deleted	1
c	fu	Nc	s	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	#	1	0	-1	0	1		Deleted	0
c	fs	Nc	s	1	-1	-1	0	2	o	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	n	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	g	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	1	0	-1	0	1		Deleted	0
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	1	o	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	n	Deleted	1
c	fs	Nc	s	2	-1	-1	2	1	c	Deleted	2
c	s	Sr	#	2	-1	-1	0	2		Deleted	0
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	n	1	-1	-1	0	1	o	Deleted	1
n	v	V	#	2	0	-1	0	1		Deleted	0
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
n	v	V	#	1	0	-1	0	1		Deleted	0
c	a	Fr	#	1	-1	-1	0	2		Deleted	0
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
n	v	V	#	1	1	-1	0	1		Deleted	0
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
n	v	Fc	fn	1	1	-1	0	1	o	Deleted	1
c	fs	Nc	s	1	-1	-1	0	2	o	Deleted	1
n	v	V	#	2	0	-1	0	1		Deleted	0
n	v	V	#	1	1	-1	0	1		Deleted	0
c	fs	Nc	s	1	-1	-1	1	1	c	Deleted	2
n	v	V	#	1	0	-1	0	1		Deleted	0
n	v	V	v	2	0	0	2	1	n	Deleted	2
n	v	V	#	2	0	-1	0	2		Deleted	0
	#	Sc	s	0	-1	-1	0	0	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	1	1	c	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	s	1	-1	-1	0	1	o	Deleted	1
c	s	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	n	1	1	-1	1	1	c	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	v	1	-1	1	1	1	n	Deleted	1
n	v	V	n	1	1	-1	1	1	c	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	fn	1	-1	-1	0	1	o	Deleted	1
c	n	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	s	1	-1	-1	1	1	c	Deleted	2
c	fu	Nc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	v	1	-1	1	1	2	n	Deleted	1
c	a	Fr	v	1	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	s	1	0	-1	0	1	o	Deleted	1
n	v	Sc	s	1	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	1	1	a	Deleted	1
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
a	s	Sr	v	1	-1	0	2	1	n	Deleted	1
n	v	V	v	2	0	0	2	1	n	Deleted	2
n	v	V	#	2	0	-1	0	2		Deleted	0
n	v	V	g	1	2	-1	1	1	a	Deleted	1
a	g	G	g	1	-1	-1	1	1	a	Deleted	2
a	g	G	v	1	-1	1	2	2	n	Deleted	1
n	v	V	s	2	1	-1	2	1	c	Deleted	1
n	v	Sc	s	2	1	-1	2	1	c	Deleted	1
c	s	Sr	fs	2	-1	-1	0	1	o	Deleted	1
c	s	Fc	fs	2	-1	-1	0	1	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	fn	1	1	-1	0	1	o	Deleted	1
n	v	Fc	fn	1	1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	n	1	1	-1	1	1	c	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	s	1	-1	-1	0	1	o	Deleted	1
c	g	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	v	1	1	0	1	1	n	Deleted	2
n	v	V	n	1	0	-1	1	2	c	Deleted	1
n	v	Nc	n	1	0	-1	1	2	c	Deleted	1
c	n	Nr	s	1	-1	-1	0	1	o	Deleted	1
c	n	Sc	s	1	-1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
	#	Fc	fs	0	-1	-1	0	0	o	Deleted	1
o	fs	Fr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	1	1	a	Deleted	1
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
a	s	Sr	v	1	-1	0	2	1	n	Deleted	1
n	v	V	g	2	0	-1	2	1	c	Deleted	1
c	g	G	#	2	-1	-1	0	1		Deleted	0
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	fn	1	-1	-1	0	1	o	Deleted	1
c	g	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	v	1	0	1	1	1	n	Deleted	2
n	v	V	n	1	1	-1	1	2	c	Deleted	1
n	v	Nc	n	1	1	-1	1	2	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	s	1	0	-1	0	1	o	Deleted	1
n	v	Sc	s	1	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	1	1	a	Deleted	1
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
a	s	Sr	v	1	-1	0	2	1	n	Deleted	1
n	v	V	v	2	0	0	2	1	n	Deleted	2
n	v	V	v	2	0	0	1	2	n	Deleted	1
n	v	V	n	1	0	-1	1	1	c	Deleted	1
n	v	Nc	n	1	0	-1	1	1	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	#	1	0	-1	0	1		Deleted	0
	#	Sc	s	0	-1	-1	0	0	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	n	1	1	-1	1	1	a	Deleted	1
n	v	Nc	n	1	1	-1	1	1	a	Deleted	1
a	n	Nr	v	1	-1	0	2	1	n	Deleted	1
n	v	V	s	2	0	-1	0	1	o	Deleted	1
n	v	Sc	s	2	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	0	1	o	Deleted	1
n	v	Sc	s	1	1	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	v	1	1	0	1	1	n	Deleted	2
n	v	V	n	1	0	-1	1	2	c	Deleted	1
n	v	Nc	n	1	0	-1	1	2	c	Deleted	1
c	n	Nr	#	1	-1	-1	0	1		Deleted	0
	#	Sc	s	0	-1	-1	0	0	o	Deleted	1
o	s	Sr	g	0	-1	-1	0	1	o	Deleted	2
o	g	G	v	0	-1	1	1	2	n	Deleted	1
n	v	V	s	1	1	-1	1	1	a	Deleted	1
n	v	Sc	s	1	1	-1	1	1	a	Deleted	1
a	s	Sr	g	1	-1	-1	1	1	a	Deleted	2
a	g	G	v	1	-1	2	2	2	n	Deleted	1
n	v	V	fs	2	2	-1	2	1	c	Deleted	1
n	v	Fc	fs	2	2	-1	2	1	c	Deleted	1
c	fs	Fr	#	2	-1	-1	0	1		Deleted	0
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	n	1	-1	-1	0	1	o	Deleted	1
c	g	Nc	n	1	-1	-1	0	1	o	Deleted	1
o	n	Nr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	1	1	c	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	v	1	-1	1	1	1	n	Deleted	1
n	v	V	g	1	1	-1	1	1	c	Deleted	1
c	g	G	fn	1	-1	-1	0	1	o	Deleted	1
c	g	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	v	1	1	1	1	1	n	Deleted	1
n	v	V	n	1	1	-1	0	1	o	Deleted	1
n	v	Nc	n	1	1	-1	0	1	o	Deleted	1
o	n	Nr	v	0	-1	1	1	1	n	Deleted	1
n	v	V	n	1	1	-1	1	1	c	Deleted	1
n	v	Nc	n	1	1	-1	1	1	c	Deleted	1
c	n	Nr	g	1	-1	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	s	1	1	-1	1	1	c	Deleted	1
n	v	Sc	s	1	1	-1	1	1	c	Deleted	1
c	s	Sr	#	1	-1	-1	0	1		Deleted	0
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	v	1	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	g	0	-1	-1	0	1	o	Deleted	2
o	g	G	v	0	-1	1	1	2	n	Deleted	1
n	v	V	s	1	1	-1	0	1	o	Deleted	1
n	v	Sc	s	1	1	-1	0	1	o	Deleted	1
o	s	Sr	g	0	-1	-1	0	1	o	Deleted	2
o	g	G	v	0	-1	1	1	2	n	Deleted	1
n	v	V	g	1	1	-1	1	1	a	Deleted	1
a	g	G	s	1	-1	-1	1	1	a	Deleted	2
a	g	Sc	s	1	-1	-1	1	1	a	Deleted	2
a	s	Sr	v	1	-1	0	2	2	n	Deleted	1
n	v	V	fs	2	0	-1	2	1	c	Deleted	1
n	v	Fc	fs	2	0	-1	2	1	c	Deleted	1
c	fs	Fr	v	2	-1	1	1	1	n	Deleted	1
n	v	V	fu	1	1	-1	1	1	c	Deleted	1
n	v	Fc	fu	1	1	-1	1	1	c	Deleted	1
c	fu	Fr	fn	1	-1	-1	0	1	o	Deleted	1
c	fu	Fc	fn	1	-1	-1	0	1	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	g	1	0	-1	0	1	o	Deleted	1
o	g	G	v	0	-1	1	1	1	n	Deleted	1
n	v	V	#	1	1	-1	0	1		Deleted	0
n	v	V	v	1	0	1	1	1	n	Deleted	2
n	v	V	n	1	1	-1	1	2	c	Deleted	1
n	v	Nc	n	1	1	-1	1	2	c	Deleted	1
c	n	Nr	s	1	-1	-1	1	1	c	Deleted	2
c	n	Sc	s	1	-1	-1	1	1	c	Deleted	2
c	s	Sr	fn	1	-1	-1	0	2	o	Deleted	1
c	s	Fc	fn	1	-1	-1	0	2	o	Deleted	1
o	fn	Fr	v	0	-1	0	1	1	n	Deleted	1
n	v	V	s	1	0	-1	0	1	o	Deleted	1
n	v	Sc	s	1	0	-1	0	1	o	Deleted	1
o	s	Sr	v	0	-1	1	1	1	n	Deleted	1
