phn1_cls	phn1_acnt	phn1_type	phn1_num	phn1_snum	phn1_acnt	phn2_cls	phn2_acnt	phn2_type	phn2_num	phn2_snum	phn2_acnt	w1_text	w1_prom	w1_ip	w1_IP	w2_text	w2_prom	w2_ip	w2_IP	modification
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	48	11	of	False	48	11	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	48	11	of	False	48	11	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	48	11	the	False	49	12	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	48	11	the	False	49	12	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	49	12	the	False	49	12	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	49	12	page	True	50	13	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	49	12	page	True	50	13	P
s	0	o	0	1	False	v	1	n	1	1	False	page	True	50	13	page	True	50	13	P
a	0	c	1	1	False	v	2	n	1	1	True	page	True	50	13	okay	True	51	1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	51	1	okay	True	51	1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	51	1	okay	True	51	1	P
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	51	1	okay	True	51	1	P
v	1	n	2	1	False	s	0	o	0	1	False	okay	True	51	1	good	False	52	1	P
v	1	n	2	1	False	s	0	o	0	1	False	okay	True	51	1	good	False	52	1	P
s	0	o	0	1	False	v	1	n	1	1	False	good	False	52	1	good	False	52	1	P
v	1	n	1	1	False	s	0	c	1	1	False	good	False	52	1	good	False	52	1	P
v	1	n	1	1	False	s	0	c	1	1	False	good	False	52	1	good	False	52	1	P
s	0	c	1	1	False	v	2	n	1	1	True	good	False	52	1	okay	True	53	2	M
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	53	2	okay	True	53	2	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	53	2	okay	True	53	2	M
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	53	2	okay	True	53	2	M
v	1	n	2	1	False	g	0	o	0	1	False	okay	True	53	2	yeah	True	54	3	P
g	0	o	0	1	False	v	1	n	1	1	True	yeah	True	54	3	yeah	True	54	3	P
v	1	n	1	1	True	n	0	o	0	1	False	yeah	True	54	3	now	False	55	4	P
v	1	n	1	1	True	n	0	o	0	1	False	yeah	True	54	3	now	False	55	4	P
n	0	o	0	1	False	v	1	n	1	1	False	now	False	55	4	now	False	55	4	P
v	1	n	1	1	False	g	0	o	0	1	False	now	False	55	4	you're	False	56	5	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	56	5	you're	False	56	5	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	56	5	you're	False	56	5	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	56	5	gonna	True	57	6	D
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	56	5	gonna	True	57	6	M
s	0	o	0	1	False	v	1	n	1	1	True	gonna	True	57	6	gonna	True	57	6	M
v	1	n	1	1	True	n	0	a	1	1	False	gonna	True	57	6	gonna	True	57	6	P
v	1	n	1	1	True	n	0	a	1	1	False	gonna	True	57	6	gonna	True	57	6	P
n	0	a	1	1	False	v	0	n	2	1	False	gonna	True	57	6	gonna	True	57	6	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	True	57	6	go	False	58	7	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	True	57	6	go	False	58	7	P
s	0	o	0	1	False	v	1	n	1	1	False	go	False	58	7	go	False	58	7	P
v	1	n	1	1	False	fs	0	o	0	1	False	go	False	58	7	straight	True	59	8	P
v	1	n	1	1	False	fs	0	o	0	1	False	go	False	58	7	straight	True	59	8	P
v	1	n	1	1	False	fs	0	o	0	1	False	go	False	58	7	straight	True	59	8	D
fs	0	o	0	1	False	s	0	o	0	2	False	straight	True	59	8	straight	True	59	8	P
fs	0	o	0	1	False	s	0	o	0	2	False	straight	True	59	8	straight	True	59	8	D
fs	0	o	0	1	False	s	0	o	0	2	False	straight	True	59	8	straight	True	59	8	D
s	0	o	0	2	False	g	0	o	0	3	False	straight	True	59	8	straight	True	59	8	P
g	0	o	0	3	False	v	1	n	1	1	True	straight	True	59	8	straight	True	59	8	P
v	1	n	1	1	True	s	0	c	1	1	False	straight	True	59	8	straight	True	59	8	P
v	1	n	1	1	True	s	0	c	1	1	False	straight	True	59	8	straight	True	59	8	P
s	0	c	1	1	False	v	1	n	1	1	True	straight	True	59	8	up	True	1	9	M
v	1	n	1	1	True	s	0	c	1	1	False	up	True	1	9	up	True	1	9	P
v	1	n	1	1	True	s	0	c	1	1	False	up	True	1	9	up	True	1	9	P
s	0	c	1	1	False	s	0	o	0	1	False	up	True	1	9	to	False	2	1	P
s	0	c	1	1	False	s	0	o	0	1	False	up	True	1	9	to	False	2	1	M
s	0	o	0	1	False	v	1	n	1	1	False	to	False	2	1	to	False	2	1	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	2	1	the	False	3	1	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	2	1	the	False	3	1	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	3	1	the	False	3	1	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	3	1	right	True	4	2	P
g	0	o	0	1	False	v	1	n	1	1	True	right	True	4	2	right	True	4	2	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	4	2	right	True	4	2	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	4	2	right	True	4	2	P
s	0	c	1	1	False	v	1	n	1	1	False	right	True	4	2	of	False	5	3	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	5	3	of	False	5	3	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	5	3	of	False	5	3	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	5	3	the	False	1	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	5	3	the	False	1	4	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	1	4	the	False	1	4	P
v	0	n	1	1	False	v	0	n	1	1	False	the	False	1	4	abandoned	True	2	5	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	2	5	abandoned	True	2	5	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	True	2	5	abandoned	True	2	5	P
s	0	a	1	1	False	v	1	n	2	1	True	abandoned	True	2	5	abandoned	True	2	5	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	2	5	abandoned	True	2	5	P
v	1	n	2	1	True	n	0	a	2	1	False	abandoned	True	2	5	abandoned	True	2	5	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	2	5	abandoned	True	2	5	P
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	True	2	5	abandoned	True	2	5	D
s	0	a	2	2	False	v	0	n	3	1	False	abandoned	True	2	5	abandoned	True	2	5	M
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	2	5	abandoned	True	2	5	P
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	True	2	5	abandoned	True	2	5	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	2	5	abandoned	True	2	5	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	True	2	5	abandoned	True	2	5	D
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	2	5	cottage	True	3	6	M
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	True	2	5	cottage	True	3	6	P
s	0	o	0	1	False	v	1	n	1	1	True	cottage	True	3	6	cottage	True	3	6	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	3	6	cottage	True	3	6	P
v	1	n	1	1	True	s	0	a	1	1	False	cottage	True	3	6	cottage	True	3	6	M
s	0	a	1	1	False	v	0	n	2	1	False	cottage	True	3	6	cottage	True	3	6	M
a	0	c	2	1	False	n	0	o	0	1	False	cottage	True	3	6	mm	True	4	1	P
a	0	c	2	1	False	n	0	o	0	1	False	cottage	True	3	6	mm	True	4	1	P
n	0	o	0	1	False	v	1	n	1	1	True	no	True	5	1	no	True	5	1	P
v	1	n	1	1	True	v	1	n	1	1	False	no	True	5	1	it	False	6	1	P
v	1	n	1	1	False	s	0	c	1	1	False	it	False	6	1	it	False	6	1	P
v	1	n	1	1	False	s	0	c	1	1	False	it	False	6	1	it	False	6	1	P
s	0	c	1	1	False	fs	0	o	0	1	False	it	False	6	1	should	False	7	2	P
s	0	c	1	1	False	fs	0	o	0	1	False	it	False	6	1	should	False	7	2	P
s	0	c	1	1	False	fs	0	o	0	1	False	it	False	6	1	should	False	7	2	D
fs	0	o	0	1	False	v	1	n	1	1	False	should	False	7	2	should	False	7	2	P
fs	0	o	0	1	False	v	1	n	1	1	False	should	False	7	2	should	False	7	2	D
v	1	n	1	1	False	s	0	c	1	1	False	should	False	7	2	should	False	7	2	P
v	1	n	1	1	False	s	0	c	1	1	False	should	False	7	2	should	False	7	2	M
s	0	c	1	1	False	v	1	n	1	1	True	should	False	7	2	end	True	8	3	M
v	1	n	1	1	True	n	0	c	1	1	False	end	True	8	3	end	True	8	3	P
v	1	n	1	1	True	n	0	c	1	1	False	end	True	8	3	end	True	8	3	P
n	0	c	1	1	False	s	0	c	1	2	False	end	True	8	3	end	True	8	3	P
n	0	c	1	1	False	s	0	c	1	2	False	end	True	8	3	end	True	8	3	P
s	0	c	1	2	False	v	1	n	1	1	False	end	True	8	3	at	False	9	4	P
v	1	n	1	1	False	s	0	c	1	1	False	at	False	9	4	at	False	9	4	P
v	1	n	1	1	False	s	0	c	1	1	False	at	False	9	4	at	False	9	4	P
s	0	c	1	1	False	fn	0	o	0	1	False	at	False	9	4	the	False	10	5	P
s	0	c	1	1	False	fn	0	o	0	1	False	at	False	9	4	the	False	10	5	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	10	5	the	False	10	5	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	10	5	beginning	True	11	6	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	10	5	beginning	True	11	6	P
s	0	o	0	1	False	v	0	n	1	1	True	beginning	True	11	6	beginning	True	11	6	P
v	0	n	1	1	True	s	0	a	1	1	False	beginning	True	11	6	beginning	True	11	6	P
v	0	n	1	1	True	s	0	a	1	1	False	beginning	True	11	6	beginning	True	11	6	P
s	0	a	1	1	False	v	1	n	2	1	False	beginning	True	11	6	beginning	True	11	6	P
v	1	n	2	1	False	n	0	a	2	1	False	beginning	True	11	6	beginning	True	11	6	P
v	1	n	2	1	False	n	0	a	2	1	False	beginning	True	11	6	beginning	True	11	6	P
n	0	a	2	1	False	v	0	n	3	1	False	beginning	True	11	6	beginning	True	11	6	P
v	0	n	3	1	False	n	0	c	3	1	False	beginning	True	11	6	beginning	True	11	6	P
v	0	n	3	1	False	n	0	c	3	1	False	beginning	True	11	6	beginning	True	11	6	P
n	0	c	3	1	False	v	1	n	1	1	False	beginning	True	11	6	of	False	12	7	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	12	7	of	False	12	7	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	12	7	of	False	12	7	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	12	7	the	False	13	8	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	12	7	the	False	13	8	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	13	8	the	False	13	8	P
v	0	n	1	1	False	fu	0	o	0	1	False	the	False	13	8	fenced	False	14	9	P
v	0	n	1	1	False	fu	0	o	0	1	False	the	False	13	8	fenced	False	14	9	P
fu	0	o	0	1	False	v	1	n	1	1	False	fenced	False	14	9	fenced	False	14	9	P
v	1	n	1	1	False	n	0	c	1	1	False	fenced	False	14	9	fenced	False	14	9	P
v	1	n	1	1	False	n	0	c	1	1	False	fenced	False	14	9	fenced	False	14	9	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	False	14	9	fenced	False	14	9	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	False	14	9	fenced	False	14	9	P
n	0	c	1	1	False	fs	0	c	1	2	False	fenced	False	14	9	fenced	False	14	9	D
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	False	14	9	fenced	False	14	9	P
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	False	14	9	fenced	False	14	9	D
fs	0	c	1	2	False	s	0	c	1	3	False	fenced	False	14	9	fenced	False	14	9	D
s	0	c	1	3	False	n	0	o	0	1	False	fenced	False	14	9	meadow	False	15	10	M
s	0	c	1	3	False	n	0	o	0	1	False	fenced	False	14	9	meadow	False	15	10	P
n	0	o	0	1	False	v	1	n	1	1	False	meadow	False	15	10	meadow	False	15	10	P
v	1	n	1	1	False	s	0	a	1	1	False	meadow	False	15	10	meadow	False	15	10	P
v	1	n	1	1	False	s	0	a	1	1	False	meadow	False	15	10	meadow	False	15	10	P
s	0	a	1	1	False	v	2	n	2	1	False	meadow	False	15	10	meadow	False	15	10	P
v	2	n	2	1	False	g	0	o	0	1	False	meadow	False	15	10	which	False	16	1	P
g	0	o	0	1	False	v	1	n	1	1	False	which	False	16	1	which	False	16	1	P
a	0	c	1	1	False	v	1	n	1	1	False	which	False	16	1	is	False	17	2	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	17	2	is	False	17	2	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	17	2	is	False	17	2	P
v	1	n	1	1	False	fs	0	c	1	1	False	is	False	17	2	is	False	17	2	D
fs	0	c	1	1	False	s	0	o	0	1	False	is	False	17	2	kind	True	18	3	P
fs	0	c	1	1	False	s	0	o	0	1	False	is	False	17	2	kind	True	18	3	D
fs	0	c	1	1	False	s	0	o	0	1	False	is	False	17	2	kind	True	18	3	D
s	0	o	0	1	False	v	1	n	1	1	True	kind	True	18	3	kind	True	18	3	P
v	1	n	1	1	True	n	0	c	1	1	False	kind	True	18	3	kind	True	18	3	P
v	1	n	1	1	True	n	0	c	1	1	False	kind	True	18	3	kind	True	18	3	P
n	0	c	1	1	False	s	0	c	1	2	False	kind	True	18	3	kind	True	18	3	P
n	0	c	1	1	False	s	0	c	1	2	False	kind	True	18	3	kind	True	18	3	D
s	0	c	1	2	False	v	1	n	1	1	False	kind	True	18	3	of	False	19	4	M
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	19	4	of	False	19	4	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	19	4	of	False	19	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	19	4	the	False	20	5	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	19	4	the	False	20	5	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	20	5	the	False	20	5	P
v	0	n	1	1	False	v	1	n	1	1	True	the	False	20	5	end	True	21	6	P
v	1	n	1	1	True	n	0	c	1	1	False	end	True	21	6	end	True	21	6	P
v	1	n	1	1	True	n	0	c	1	1	False	end	True	21	6	end	True	21	6	P
n	0	c	1	1	False	s	0	c	1	2	False	end	True	21	6	end	True	21	6	P
n	0	c	1	1	False	s	0	c	1	2	False	end	True	21	6	end	True	21	6	P
s	0	c	1	2	False	v	1	n	1	1	False	end	True	21	6	of	False	22	7	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	22	7	of	False	22	7	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	22	7	of	False	22	7	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	22	7	the	True	23	8	P
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	22	7	the	True	23	8	P
fn	0	o	0	1	False	v	0	n	1	1	True	the	True	23	8	the	True	23	8	P
v	0	n	1	1	True	v	0	n	1	1	False	the	True	23	8	abandoned	False	24	9	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	False	24	9	abandoned	False	24	9	P
v	0	n	1	1	False	s	0	a	1	1	False	abandoned	False	24	9	abandoned	False	24	9	P
s	0	a	1	1	False	v	1	n	2	1	False	abandoned	False	24	9	abandoned	False	24	9	P
v	1	n	2	1	False	n	0	a	2	1	False	abandoned	False	24	9	abandoned	False	24	9	P
v	1	n	2	1	False	n	0	a	2	1	False	abandoned	False	24	9	abandoned	False	24	9	D
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	False	24	9	abandoned	False	24	9	D
n	0	a	2	1	False	s	0	a	2	2	False	abandoned	False	24	9	abandoned	False	24	9	M
s	0	a	2	2	False	v	0	n	3	1	False	abandoned	False	24	9	abandoned	False	24	9	M
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	False	24	9	abandoned	False	24	9	P
v	0	n	3	1	False	n	0	c	3	1	False	abandoned	False	24	9	abandoned	False	24	9	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	False	24	9	abandoned	False	24	9	P
n	0	c	3	1	False	s	0	c	3	2	False	abandoned	False	24	9	abandoned	False	24	9	P
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	False	24	9	cottage	True	25	10	P
s	0	c	3	2	False	s	0	o	0	1	False	abandoned	False	24	9	cottage	True	25	10	M
s	0	o	0	1	False	v	1	n	1	1	False	cottage	True	25	10	cottage	True	25	10	M
v	1	n	1	1	False	s	0	a	1	1	False	cottage	True	25	10	cottage	True	25	10	P
v	1	n	1	1	False	s	0	a	1	1	False	cottage	True	25	10	cottage	True	25	10	P
s	0	a	1	1	False	v	0	n	2	1	False	cottage	True	25	10	cottage	True	25	10	D
a	0	c	2	1	False	v	1	n	1	1	False	cottage	True	25	10	if	False	26	1	P
v	1	n	1	1	False	fu	0	c	1	1	False	if	False	26	1	if	False	26	1	P
v	1	n	1	1	False	fu	0	c	1	1	False	if	False	26	1	if	False	26	1	P
fu	0	c	1	1	False	g	0	o	0	1	False	if	False	26	1	you're	False	27	2	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	27	2	you're	False	27	2	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	27	2	you're	False	27	2	P
g	0	c	1	1	False	g	0	o	0	1	False	you're	False	27	2	looking	True	28	3	P
g	0	o	0	1	False	v	1	n	1	1	True	looking	True	28	3	looking	True	28	3	D
v	1	n	1	1	True	s	0	a	1	1	False	looking	True	28	3	looking	True	28	3	P
v	1	n	1	1	True	s	0	a	1	1	False	looking	True	28	3	looking	True	28	3	P
s	0	a	1	1	False	v	0	n	2	1	False	looking	True	28	3	looking	True	28	3	P
v	0	n	2	1	False	n	0	c	2	1	False	looking	True	28	3	looking	True	28	3	P
v	0	n	2	1	False	n	0	c	2	1	False	looking	True	28	3	looking	True	28	3	P
n	0	c	2	1	False	fu	0	o	0	1	False	looking	True	28	3	from	False	29	4	P
n	0	c	2	1	False	fu	0	o	0	1	False	looking	True	28	3	from	False	29	4	P
fu	0	o	0	1	False	g	0	o	0	2	False	from	False	29	4	from	False	29	4	P
g	0	o	0	2	False	v	1	n	1	1	False	from	False	29	4	from	False	29	4	P
v	1	n	1	1	False	n	0	c	1	1	False	from	False	29	4	from	False	29	4	P
v	1	n	1	1	False	n	0	c	1	1	False	from	False	29	4	from	False	29	4	P
n	0	c	1	1	False	g	0	o	0	1	False	from	False	29	4	left	True	30	5	P
g	0	o	0	1	False	v	1	n	1	1	True	left	True	30	5	left	True	30	5	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	30	5	left	True	30	5	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	30	5	left	True	30	5	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	30	5	left	True	30	5	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	30	5	left	True	30	5	D
s	0	c	1	2	False	s	0	o	0	1	False	left	True	30	5	to	False	31	6	M
s	0	c	1	2	False	s	0	o	0	1	False	left	True	30	5	to	False	31	6	M
s	0	o	0	1	False	v	1	n	1	1	False	to	False	31	6	to	False	31	6	P
v	1	n	1	1	False	g	0	o	0	1	False	to	False	31	6	right	True	32	7	M
g	0	o	0	1	False	v	1	n	1	1	True	right	True	32	7	right	True	32	7	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	32	7	right	True	32	7	P
v	1	n	1	1	True	s	0	c	1	1	False	right	True	32	7	right	True	32	7	M
s	0	c	1	1	False	g	0	o	0	1	False	right	True	32	7	you	False	33	1	M
g	0	o	0	1	False	v	1	n	1	1	False	you	False	33	1	you	False	33	1	D
v	1	n	1	1	False	n	0	o	0	1	False	you	False	33	1	know	True	34	1	P
v	1	n	1	1	False	n	0	o	0	1	False	you	False	33	1	know	True	34	1	P
n	0	o	0	1	False	v	1	n	1	1	False	know	True	34	1	know	True	34	1	P
v	1	n	1	1	False	g	0	o	0	1	False	know	True	34	1	what	False	35	2	P
g	0	o	0	1	False	v	1	n	1	1	True	what	False	35	2	what	False	35	2	D
v	1	n	1	1	True	s	0	c	1	1	False	what	False	35	2	what	False	35	2	D
v	1	n	1	1	True	s	0	c	1	1	False	what	False	35	2	what	False	35	2	M
s	0	c	1	1	False	v	1	n	1	1	False	what	False	35	2	I	False	36	3	M
v	1	n	1	1	False	n	0	o	0	1	False	I	False	36	3	mean	True	37	4	P
v	1	n	1	1	False	n	0	o	0	1	False	I	False	36	3	mean	True	37	4	P
n	0	o	0	1	False	v	1	n	1	1	True	mean	True	37	4	mean	True	37	4	P
v	1	n	1	1	True	n	0	c	1	1	False	mean	True	37	4	mean	True	37	4	P
v	1	n	1	1	True	n	0	c	1	1	False	mean	True	37	4	mean	True	37	4	P
n	0	o	0	1	False	v	1	n	1	1	True	no	True	38	1	no	True	38	1	P
v	1	n	1	1	True	s	0	o	0	1	False	no	True	38	1	kay	True	39	1	P
v	1	n	1	1	True	s	0	o	0	1	False	no	True	38	1	kay	True	39	1	M
s	0	o	0	1	False	v	1	n	1	1	True	kay	True	39	1	kay	True	39	1	P
v	1	n	1	1	True	fs	0	o	0	1	False	kay	True	39	1	so	False	40	1	P
v	1	n	1	1	True	fs	0	o	0	1	False	kay	True	39	1	so	False	40	1	P
v	1	n	1	1	True	fs	0	o	0	1	False	kay	True	39	1	so	False	40	1	D
fs	0	o	0	1	False	v	1	n	1	1	True	so	False	40	1	so	False	40	1	P
fs	0	o	0	1	False	v	1	n	1	1	True	so	False	40	1	so	False	40	1	D
v	1	n	1	1	True	g	0	o	0	1	False	so	False	40	1	you're	True	41	1	M
g	0	o	0	1	False	v	1	n	1	1	False	you're	True	41	1	you're	True	41	1	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	True	41	1	you're	True	41	1	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	True	41	1	g-	False	42	2	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	True	41	1	g-	False	42	2	P
s	0	o	0	1	False	g	0	o	0	1	False	g-	False	42	2	yup	True	43	3	P
g	0	o	0	1	False	v	1	n	1	1	True	yup	True	43	3	yup	True	43	3	P
v	1	n	1	1	True	s	0	c	1	1	False	yup	True	43	3	yup	True	43	3	P
v	1	n	1	1	True	s	0	c	1	1	False	yup	True	43	3	yup	True	43	3	P
s	0	c	1	1	False	v	0	n	1	1	False	yup	True	43	3	and	False	44	1	M
v	0	n	1	1	False	n	0	c	1	1	False	and	False	44	1	and	False	44	1	P
v	0	n	1	1	False	n	0	c	1	1	False	and	False	44	1	and	False	44	1	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	44	1	and	False	44	1	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	44	1	and	False	44	1	D
s	0	c	1	2	False	g	0	o	0	1	False	and	False	44	1	you're	False	45	1	D
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	45	1	you're	False	45	1	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	45	1	you're	False	45	1	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	45	1	gonna	True	46	2	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	45	1	gonna	True	46	2	P
s	0	o	0	1	False	v	1	n	1	1	True	gonna	True	46	2	gonna	True	46	2	P
v	1	n	1	1	True	n	0	a	1	1	False	gonna	True	46	2	gonna	True	46	2	P
v	1	n	1	1	True	n	0	a	1	1	False	gonna	True	46	2	gonna	True	46	2	P
n	0	a	1	1	False	v	0	n	2	1	False	gonna	True	46	2	gonna	True	46	2	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	True	46	2	kinda	True	47	3	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	True	46	2	kinda	True	47	3	M
s	0	o	0	1	False	v	1	n	1	1	True	kinda	True	47	3	kinda	True	47	3	M
v	1	n	1	1	True	n	0	a	1	1	False	kinda	True	47	3	kinda	True	47	3	P
v	1	n	1	1	True	n	0	a	1	1	False	kinda	True	47	3	kinda	True	47	3	P
n	0	a	1	1	False	s	0	a	1	2	False	kinda	True	47	3	kinda	True	47	3	P
n	0	a	1	1	False	s	0	a	1	2	False	kinda	True	47	3	kinda	True	47	3	D
s	0	a	1	2	False	v	0	n	2	1	False	kinda	True	47	3	kinda	True	47	3	M
v	0	n	2	1	False	g	0	o	0	1	False	kinda	True	47	3	loop	True	48	4	P
g	0	o	0	1	False	v	1	n	1	1	True	loop	True	48	4	loop	True	48	4	P
v	1	n	1	1	True	s	0	c	1	1	False	loop	True	48	4	loop	True	48	4	P
v	1	n	1	1	True	s	0	c	1	1	False	loop	True	48	4	loop	True	48	4	P
s	0	c	1	1	False	v	0	n	1	1	False	loop	True	48	4	around	True	1	5	P
v	0	n	1	1	False	v	1	n	1	2	True	around	True	1	5	around	True	1	5	P
v	1	n	1	2	True	n	0	c	1	1	False	around	True	1	5	around	True	1	5	P
v	1	n	1	2	True	n	0	c	1	1	False	around	True	1	5	around	True	1	5	P
n	0	c	1	1	False	s	0	c	1	2	False	around	True	1	5	around	True	1	5	P
n	0	c	1	1	False	s	0	c	1	2	False	around	True	1	5	around	True	1	5	P
s	0	c	1	2	False	s	0	o	0	1	False	around	True	1	5	to	False	2	6	M
s	0	c	1	2	False	s	0	o	0	1	False	around	True	1	5	to	False	2	6	M
s	0	o	0	1	False	v	1	n	1	1	False	to	False	2	6	to	False	2	6	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	2	6	the	False	3	7	M
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	2	6	the	False	3	7	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	3	7	the	False	3	7	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	3	7	left	True	4	8	P
g	0	o	0	1	False	v	1	n	1	1	True	left	True	4	8	left	True	4	8	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	4	8	left	True	4	8	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	4	8	left	True	4	8	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	4	8	left	True	4	8	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	4	8	left	True	4	8	D
s	0	c	1	2	False	v	0	n	1	1	False	left	True	4	8	above	True	5	9	P
v	0	n	1	1	False	s	0	a	1	1	False	above	True	5	9	above	True	5	9	P
v	0	n	1	1	False	s	0	a	1	1	False	above	True	5	9	above	True	5	9	P
s	0	a	1	1	False	v	1	n	2	1	True	above	True	5	9	above	True	5	9	P
v	1	n	2	1	True	fu	0	c	2	1	False	above	True	5	9	above	True	5	9	P
v	1	n	2	1	True	fu	0	c	2	1	False	above	True	5	9	above	True	5	9	P
fu	0	c	2	1	False	fn	0	o	0	1	False	above	True	5	9	the	False	6	1	P
fu	0	c	2	1	False	fn	0	o	0	1	False	above	True	5	9	the	False	6	1	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	6	1	the	False	6	1	P
v	0	n	1	1	False	v	0	n	1	1	False	the	False	6	1	abandoned	True	7	2	P
