phn1_cls	phn1_acnt	phn1_type	phn1_num	phn1_snum	phn1_acnt	phn2_cls	phn2_acnt	phn2_type	phn2_num	phn2_snum	phn2_acnt	w1_text	w1_prom	w1_ip	w1_IP	w2_text	w2_prom	w2_ip	w2_IP	modification
discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete	discrete
s	0	c	1	3	False	s	0	o	0	1	False	next	True	2	7	to	False	3	8	M
s	0	c	1	3	False	s	0	o	0	1	False	next	True	2	7	to	False	3	8	M
s	0	o	0	1	False	v	1	n	1	1	False	to	False	3	8	to	False	3	8	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	3	8	the	False	4	9	P
v	1	n	1	1	False	fn	0	o	0	1	False	to	False	3	8	the	False	4	9	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	4	9	the	False	4	9	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	4	9	left	True	5	10	P
g	0	o	0	1	False	v	1	n	1	1	True	left	True	5	10	left	True	5	10	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	5	10	left	True	5	10	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	5	10	left	True	5	10	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	5	10	left	True	5	10	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	5	10	left	True	5	10	D
s	0	c	1	2	False	v	1	n	1	1	False	left	True	5	10	of	False	6	11	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	6	11	of	False	6	11	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	6	11	of	False	6	11	M
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	6	11	the	False	7	12	D
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	6	11	the	False	7	12	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	7	12	the	False	7	12	M
v	0	n	1	1	False	v	1	n	1	1	True	the	False	7	12	old	True	8	13	P
v	1	n	1	1	True	g	0	c	1	1	False	old	True	8	13	old	True	8	13	P
g	0	c	1	1	False	s	0	c	1	2	False	old	True	8	13	old	True	8	13	P
g	0	c	1	1	False	s	0	c	1	2	False	old	True	8	13	old	True	8	13	M
s	0	c	1	2	False	n	0	o	0	1	False	old	True	8	13	mill	True	9	14	M
s	0	c	1	2	False	n	0	o	0	1	False	old	True	8	13	mill	True	9	14	D
n	0	o	0	1	False	v	1	n	1	1	True	mill	True	9	14	mill	True	9	14	P
v	1	n	1	1	True	g	0	c	1	1	False	mill	True	9	14	mill	True	9	14	P
g	0	c	1	1	False	v	0	n	1	1	False	mill	True	9	14	a	False	10	1	P
v	0	n	1	1	False	n	0	o	0	1	False	a	False	10	1	mill	True	11	1	P
v	0	n	1	1	False	n	0	o	0	1	False	a	False	10	1	mill	True	11	1	P
n	0	o	0	1	False	v	1	n	1	1	True	mill	True	11	1	mill	True	11	1	P
v	1	n	1	1	True	g	0	c	1	1	False	mill	True	11	1	mill	True	11	1	P
g	0	c	1	1	False	g	0	o	0	1	False	mill	True	11	1	wheel	False	12	2	P
g	0	o	0	1	False	v	1	n	1	1	False	wheel	False	12	2	wheel	False	12	2	D
v	1	n	1	1	False	g	0	c	1	1	False	wheel	False	12	2	wheel	False	12	2	P
g	0	c	1	1	False	n	0	o	0	1	False	wheel	False	12	2	mmm	True	13	1	P
g	0	c	1	1	False	n	0	o	0	1	False	wheel	False	12	2	mmm	True	13	1	P
n	0	o	0	1	False	g	0	o	0	1	False	mmm	True	13	1	yup	True	14	1	P
g	0	o	0	1	False	v	1	n	1	1	True	yup	True	14	1	yup	True	14	1	P
v	1	n	1	1	True	s	0	c	1	1	False	yup	True	14	1	yup	True	14	1	P
v	1	n	1	1	True	s	0	c	1	1	False	yup	True	14	1	yup	True	14	1	M
s	0	c	1	1	False	v	2	n	1	1	True	yup	True	14	1	okay	True	15	1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	15	1	okay	True	15	1	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	15	1	okay	True	15	1	D
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	15	1	okay	True	15	1	D
v	1	n	2	1	False	n	0	o	0	1	False	okay	True	15	1	now	False	16	1	D
v	1	n	2	1	False	n	0	o	0	1	False	okay	True	15	1	now	False	16	1	P
n	0	o	0	1	False	v	1	n	1	1	False	now	False	16	1	now	False	16	1	P
v	1	n	1	1	False	g	0	o	0	1	False	now	False	16	1	you're	False	17	2	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	17	2	you're	False	17	2	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	17	2	you're	False	17	2	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	17	2	gonna	False	18	3	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	17	2	gonna	False	18	3	P
s	0	o	0	1	False	v	1	n	1	1	False	gonna	False	18	3	gonna	False	18	3	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	18	3	gonna	False	18	3	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	18	3	gonna	False	18	3	P
n	0	a	1	1	False	v	0	n	2	1	False	gonna	False	18	3	gonna	False	18	3	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	False	18	3	go	True	19	4	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	False	18	3	go	True	19	4	P
s	0	o	0	1	False	v	1	n	1	1	True	go	True	19	4	go	True	19	4	P
v	1	n	1	1	True	v	0	n	1	1	False	go	True	19	4	across	True	20	5	P
v	0	n	1	1	False	s	0	a	1	1	False	across	True	20	5	across	True	20	5	P
v	0	n	1	1	False	s	0	a	1	1	False	across	True	20	5	across	True	20	5	P
s	0	a	1	1	False	g	0	a	1	2	False	across	True	20	5	across	True	20	5	P
g	0	a	1	2	False	v	1	n	2	1	True	across	True	20	5	across	True	20	5	P
v	1	n	2	1	True	fs	0	c	2	1	False	across	True	20	5	across	True	20	5	P
v	1	n	2	1	True	fs	0	c	2	1	False	across	True	20	5	across	True	20	5	P
v	1	n	2	1	True	fs	0	c	2	1	False	across	True	20	5	across	True	20	5	D
fs	0	c	2	1	False	fn	0	o	0	1	False	across	True	20	5	the	False	21	6	P
fs	0	c	2	1	False	fn	0	o	0	1	False	across	True	20	5	the	False	21	6	D
fs	0	c	2	1	False	fn	0	o	0	1	False	across	True	20	5	the	False	21	6	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	21	6	the	False	21	6	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	21	6	top	True	22	7	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	21	6	top	True	22	7	P
s	0	o	0	1	False	v	1	n	1	1	True	top	True	22	7	top	True	22	7	P
v	1	n	1	1	True	s	0	c	1	1	False	top	True	22	7	top	True	22	7	P
v	1	n	1	1	True	s	0	c	1	1	False	top	True	22	7	top	True	22	7	P
s	0	c	1	1	False	v	1	n	1	1	False	top	True	22	7	of	False	23	8	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	23	8	of	False	23	8	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	23	8	of	False	23	8	P
fu	0	c	1	1	False	v	1	n	1	1	False	of	False	23	8	it	False	24	9	P
v	1	n	1	1	False	s	0	c	1	1	False	it	False	24	9	it	False	24	9	P
v	1	n	1	1	False	s	0	c	1	1	False	it	False	24	9	it	False	24	9	P
s	0	c	1	1	False	v	0	n	1	1	False	it	False	24	9	and	False	25	10	P
v	0	n	1	1	False	n	0	c	1	1	False	and	False	25	10	and	False	25	10	P
v	0	n	1	1	False	n	0	c	1	1	False	and	False	25	10	and	False	25	10	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	25	10	and	False	25	10	P
n	0	c	1	1	False	s	0	c	1	2	False	and	False	25	10	and	False	25	10	P
s	0	c	1	2	False	s	0	o	0	1	False	and	False	25	10	go	True	26	11	M
s	0	c	1	2	False	s	0	o	0	1	False	and	False	25	10	go	True	26	11	M
s	0	o	0	1	False	v	1	n	1	1	True	go	True	26	11	go	True	26	11	P
v	1	n	1	1	True	v	0	n	1	1	False	go	True	26	11	about	True	27	12	P
v	0	n	1	1	False	s	0	a	1	1	False	about	True	27	12	about	True	27	12	P
v	0	n	1	1	False	s	0	a	1	1	False	about	True	27	12	about	True	27	12	P
s	0	a	1	1	False	v	1	n	2	1	True	about	True	27	12	about	True	27	12	P
v	1	n	2	1	True	s	0	c	2	1	False	about	True	27	12	about	True	27	12	P
v	1	n	2	1	True	s	0	c	2	1	False	about	True	27	12	about	True	27	12	P
s	0	c	2	1	False	v	1	n	1	1	True	about	True	27	12	um	True	28	13	M
v	1	n	1	1	True	n	0	c	1	1	False	um	True	28	13	um	True	28	13	P
v	1	n	1	1	True	n	0	c	1	1	False	um	True	28	13	um	True	28	13	P
n	0	c	1	1	False	fu	0	o	0	1	False	um	True	28	13	from	True	1	14	P
n	0	c	1	1	False	fu	0	o	0	1	False	um	True	28	13	from	True	1	14	P
fu	0	o	0	1	False	g	0	o	0	2	False	from	True	1	14	from	True	1	14	P
g	0	o	0	2	False	v	1	n	1	1	False	from	True	1	14	from	True	1	14	D
v	1	n	1	1	False	n	0	c	1	1	False	from	True	1	14	from	True	1	14	P
v	1	n	1	1	False	n	0	c	1	1	False	from	True	1	14	from	True	1	14	P
n	0	c	1	1	False	fn	0	o	0	1	False	from	True	1	14	the	False	1	15	P
n	0	c	1	1	False	fn	0	o	0	1	False	from	True	1	14	the	False	1	15	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	1	15	the	False	1	15	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	1	15	left	True	2	16	P
g	0	o	0	1	False	v	1	n	1	1	True	left	True	2	16	left	True	2	16	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	2	16	left	True	2	16	P
v	1	n	1	1	True	fu	0	c	1	1	False	left	True	2	16	left	True	2	16	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	2	16	left	True	2	16	P
fu	0	c	1	1	False	s	0	c	1	2	False	left	True	2	16	left	True	2	16	D
s	0	c	1	2	False	fs	0	o	0	1	False	left	True	2	16	side	False	3	17	M
s	0	c	1	2	False	fs	0	o	0	1	False	left	True	2	16	side	False	3	17	P
s	0	c	1	2	False	fs	0	o	0	1	False	left	True	2	16	side	False	3	17	D
fs	0	o	0	1	False	v	1	n	1	1	False	side	False	3	17	side	False	3	17	P
fs	0	o	0	1	False	v	1	n	1	1	False	side	False	3	17	side	False	3	17	D
v	1	n	1	1	False	s	0	c	1	1	False	side	False	3	17	side	False	3	17	P
v	1	n	1	1	False	s	0	c	1	1	False	side	False	3	17	side	False	3	17	P
s	0	c	1	1	False	v	1	n	1	1	False	side	False	3	17	of	False	4	18	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	4	18	of	False	4	18	P
v	1	n	1	1	False	fu	0	c	1	1	False	of	False	4	18	of	False	4	18	M
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	4	18	the	False	5	19	M
fu	0	c	1	1	False	fn	0	o	0	1	False	of	False	4	18	the	False	5	19	M
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	5	19	the	False	5	19	M
v	0	n	1	1	False	s	0	o	0	1	False	the	False	5	19	page	True	6	20	P
v	0	n	1	1	False	s	0	o	0	1	False	the	False	5	19	page	True	6	20	P
s	0	o	0	1	False	v	1	n	1	1	False	page	True	6	20	page	True	6	20	P
a	0	c	1	1	False	s	0	o	0	1	False	page	True	6	20	towards	True	7	1	P
a	0	c	1	1	False	s	0	o	0	1	False	page	True	6	20	towards	True	7	1	M
s	0	o	0	1	False	v	0	n	1	1	False	towards	True	7	1	towards	True	7	1	P
v	0	n	1	1	False	g	0	a	1	1	False	towards	True	7	1	towards	True	7	1	D
g	0	a	1	1	False	v	1	n	2	1	True	towards	True	7	1	towards	True	7	1	P
v	1	n	2	1	True	g	0	c	2	1	False	towards	True	7	1	towards	True	7	1	P
g	0	c	2	1	False	s	0	c	2	2	False	towards	True	7	1	towards	True	7	1	D
g	0	c	2	1	False	s	0	c	2	2	False	towards	True	7	1	towards	True	7	1	M
s	0	c	2	2	False	fs	0	c	2	3	False	towards	True	7	1	towards	True	7	1	M
s	0	c	2	2	False	fs	0	c	2	3	False	towards	True	7	1	towards	True	7	1	P
s	0	c	2	2	False	fs	0	c	2	3	False	towards	True	7	1	towards	True	7	1	D
fs	0	c	2	3	False	fn	0	o	0	1	False	towards	True	7	1	the	False	8	1	P
fs	0	c	2	3	False	fn	0	o	0	1	False	towards	True	7	1	the	False	8	1	D
fs	0	c	2	3	False	fn	0	o	0	1	False	towards	True	7	1	the	False	8	1	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	8	1	the	False	8	1	P
v	0	n	1	1	False	g	0	o	0	1	False	the	False	8	1	ri-	False	9	2	P
g	0	o	0	1	False	v	1	n	1	1	False	ri-	False	9	2	ri-	False	9	2	P
v	1	n	1	1	False	g	0	o	0	1	False	ri-	False	9	2	you	False	10	3	P
g	0	o	0	1	False	v	1	n	1	1	True	you	False	10	3	you	False	10	3	D
v	1	n	1	1	True	n	0	o	0	1	False	you	False	10	3	know	True	11	4	P
v	1	n	1	1	True	n	0	o	0	1	False	you	False	10	3	know	True	11	4	P
n	0	o	0	1	False	v	1	n	1	1	False	know	True	11	4	know	True	11	4	P
v	1	n	1	1	False	fu	0	o	0	1	False	know	True	11	4	from	True	12	5	M
v	1	n	1	1	False	fu	0	o	0	1	False	know	True	11	4	from	True	12	5	P
fu	0	o	0	1	False	g	0	o	0	2	False	from	True	12	5	from	True	12	5	P
g	0	o	0	2	False	v	1	n	1	1	False	from	True	12	5	from	True	12	5	D
v	1	n	1	1	False	n	0	c	1	1	False	from	True	12	5	from	True	12	5	P
v	1	n	1	1	False	n	0	c	1	1	False	from	True	12	5	from	True	12	5	P
n	0	c	1	1	False	g	0	o	0	1	False	from	True	12	5	like	False	1	6	P
g	0	o	0	1	False	v	1	n	1	1	False	like	False	1	6	like	False	1	6	P
v	1	n	1	1	False	s	0	c	1	1	False	like	False	1	6	like	False	1	6	P
v	1	n	1	1	False	s	0	c	1	1	False	like	False	1	6	like	False	1	6	D
s	0	c	1	1	False	fn	0	o	0	1	False	like	False	1	6	the	False	2	7	D
s	0	c	1	1	False	fn	0	o	0	1	False	like	False	1	6	the	False	2	7	P
fn	0	o	0	1	False	v	0	n	1	1	False	the	False	2	7	the	False	2	7	P
v	0	n	1	1	False	v	1	n	1	1	False	the	False	2	7	old	True	3	8	P
v	1	n	1	1	False	g	0	c	1	1	False	old	True	3	8	old	True	3	8	P
g	0	c	1	1	False	s	0	c	1	2	False	old	True	3	8	old	True	3	8	P
g	0	c	1	1	False	s	0	c	1	2	False	old	True	3	8	old	True	3	8	P
s	0	c	1	2	False	n	0	o	0	1	False	old	True	3	8	mill	True	4	9	P
s	0	c	1	2	False	n	0	o	0	1	False	old	True	3	8	mill	True	4	9	P
n	0	o	0	1	False	v	1	n	1	1	True	mill	True	4	9	mill	True	4	9	P
v	1	n	1	1	True	g	0	c	1	1	False	mill	True	4	9	mill	True	4	9	P
g	0	c	1	1	False	g	0	o	0	1	False	mill	True	4	9	you're	False	1	10	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	1	10	you're	False	1	10	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	1	10	you're	False	1	10	M
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	1	10	gonna	False	2	11	D
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	1	10	gonna	False	2	11	M
s	0	o	0	1	False	v	1	n	1	1	False	gonna	False	2	11	gonna	False	2	11	M
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	2	11	gonna	False	2	11	P
v	1	n	1	1	False	n	0	a	1	1	False	gonna	False	2	11	gonna	False	2	11	P
n	0	a	1	1	False	v	0	n	2	1	False	gonna	False	2	11	gonna	False	2	11	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	False	2	11	go	False	3	12	P
v	0	n	2	1	False	s	0	o	0	1	False	gonna	False	2	11	go	False	3	12	M
s	0	o	0	1	False	v	1	n	1	1	False	go	False	3	12	go	False	3	12	M
v	1	n	1	1	False	v	0	n	1	1	False	go	False	3	12	about	True	4	13	P
v	0	n	1	1	False	s	0	a	1	1	False	about	True	4	13	about	True	4	13	P
v	0	n	1	1	False	s	0	a	1	1	False	about	True	4	13	about	True	4	13	P
s	0	a	1	1	False	v	1	n	2	1	True	about	True	4	13	about	True	4	13	P
v	1	n	2	1	True	s	0	c	2	1	False	about	True	4	13	about	True	4	13	P
v	1	n	2	1	True	s	0	c	2	1	False	about	True	4	13	about	True	4	13	M
s	0	c	2	1	False	g	0	o	0	1	False	about	True	4	13	like	False	5	14	M
g	0	o	0	1	False	v	1	n	1	1	False	like	False	5	14	like	False	5	14	P
v	1	n	1	1	False	s	0	c	1	1	False	like	False	5	14	like	False	5	14	P
v	1	n	1	1	False	s	0	c	1	1	False	like	False	5	14	like	False	5	14	P
s	0	c	1	1	False	fn	0	o	0	1	False	like	False	5	14	three	True	6	15	P
s	0	c	1	1	False	fn	0	o	0	1	False	like	False	5	14	three	True	6	15	P
fn	0	o	0	1	False	g	0	o	0	2	False	three	True	6	15	three	True	6	15	P
g	0	o	0	2	False	v	1	n	1	1	True	three	True	6	15	three	True	6	15	P
v	1	n	1	1	True	s	0	o	0	1	False	three	True	6	15	quarter	False	1	16	P
v	1	n	1	1	True	s	0	o	0	1	False	three	True	6	15	quarter	False	1	16	P
s	0	o	0	1	False	g	0	o	0	2	False	quarter	False	1	16	quarter	False	1	16	P
g	0	o	0	2	False	v	1	n	1	1	False	quarter	False	1	16	quarter	False	1	16	P
v	1	n	1	1	False	g	0	a	1	1	False	quarter	False	1	16	quarter	False	1	16	P
g	0	a	1	1	False	s	0	a	1	2	False	quarter	False	1	16	quarter	False	1	16	D
g	0	a	1	1	False	s	0	a	1	2	False	quarter	False	1	16	quarter	False	1	16	M
s	0	a	1	2	False	v	0	n	2	1	False	quarter	False	1	16	quarter	False	1	16	M
v	0	n	2	1	False	g	0	o	0	1	False	quarter	False	1	16	way	True	2	17	P
g	0	o	0	1	False	v	1	n	1	1	True	way	True	2	17	way	True	2	17	P
v	1	n	1	1	True	v	0	n	1	1	False	way	True	2	17	across	False	3	18	P
v	0	n	1	1	False	s	0	a	1	1	False	across	False	3	18	across	False	3	18	P
v	0	n	1	1	False	s	0	a	1	1	False	across	False	3	18	across	False	3	18	P
s	0	a	1	1	False	g	0	a	1	2	False	across	False	3	18	across	False	3	18	P
g	0	a	1	2	False	v	1	n	2	1	False	across	False	3	18	across	False	3	18	P
v	1	n	2	1	False	fs	0	c	2	1	False	across	False	3	18	across	False	3	18	P
v	1	n	2	1	False	fs	0	c	2	1	False	across	False	3	18	across	False	3	18	M
v	1	n	2	1	False	fs	0	c	2	1	False	across	False	3	18	across	False	3	18	D
fs	0	c	2	1	False	s	0	o	0	1	False	across	False	3	18	page	True	4	19	M
fs	0	c	2	1	False	s	0	o	0	1	False	across	False	3	18	page	True	4	19	D
fs	0	c	2	1	False	s	0	o	0	1	False	across	False	3	18	page	True	4	19	D
s	0	o	0	1	False	v	1	n	1	1	False	page	True	4	19	page	True	4	19	P
a	0	c	1	1	False	v	1	n	1	1	False	page	True	4	19	oh	False	5	1	P
v	1	n	1	1	False	v	1	n	1	1	True	oh	False	5	1	oh	True	6	2	P
v	1	n	1	1	True	g	0	o	0	1	False	oh	True	6	2	you	False	7	3	P
g	0	o	0	1	False	v	1	n	1	1	False	you	False	7	3	you	False	7	3	D
v	1	n	1	1	False	g	0	o	0	1	False	you	False	7	3	have	True	8	4	P
g	0	o	0	1	False	v	1	n	1	1	True	have	True	8	4	have	True	8	4	P
v	1	n	1	1	True	fu	0	c	1	1	False	have	True	8	4	have	True	8	4	P
v	1	n	1	1	True	fu	0	c	1	1	False	have	True	8	4	have	True	8	4	P
fu	0	c	1	1	False	fn	0	o	0	1	False	have	True	8	4	that	False	9	5	P
fu	0	c	1	1	False	fn	0	o	0	1	False	have	True	8	4	that	False	9	5	P
fn	0	o	0	1	False	v	1	n	1	1	False	that	False	9	5	that	False	9	5	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	9	5	that	False	9	5	P
v	1	n	1	1	False	s	0	c	1	1	False	that	False	9	5	that	False	9	5	P
s	0	c	1	1	False	v	2	n	1	1	True	that	False	9	5	okay	True	10	6	M
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	10	6	okay	True	10	6	P
v	2	n	1	1	True	s	0	a	1	1	False	okay	True	10	6	okay	True	10	6	P
s	0	a	1	1	False	v	1	n	2	1	False	okay	True	10	6	okay	True	10	6	P
v	1	n	2	1	False	g	0	o	0	1	False	okay	True	10	6	you're	False	11	1	P
g	0	o	0	1	False	v	1	n	1	1	False	you're	False	11	1	you're	False	11	1	D
v	1	n	1	1	False	g	0	c	1	1	False	you're	False	11	1	you're	False	11	1	P
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	11	1	gonna	False	12	2	D
g	0	c	1	1	False	s	0	o	0	1	False	you're	False	11	1	gonna	False	12	2	P
s	0	o	0	1	False	v	1	n	1	1	False	gonna	False	12	2	gonna	False	12	2	P
