m-glide-+,g-glide,t-glide,d=glide-+,k-glide,g-glide-+,dh-glide-+,dh-glide,d-glide,t-glide-+,d-glide-+,k-glide-+,v-glide-+
1,3,3,1,1,6,5,2,1,30,7,1,4
